id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration,pickup_month,pickup_day,pickup_season,is_holiday,weekday_number,is_weekend,pickup_lat_lon,pickup_borough
id3976360,1,2016-05-08 01:02:49,2016-05-08 01:23:14,2,-73.99142456054686,40.727153778076165,-73.95162963867188,40.7973747253418,N,1225,5,8,spring,False,6,True,"(40.727153778076165, -73.99142456054686)",
id1055497,2,2016-06-19 19:44:14,2016-06-19 19:52:40,1,-73.98224639892578,40.77972030639648,-73.99269866943358,40.76168823242188,N,506,6,19,spring,False,6,True,"(40.77972030639648, -73.98224639892578)",New York County
id0724050,2,2016-05-31 19:20:52,2016-05-31 19:43:30,1,-73.97769165039062,40.75297164916992,-73.99610900878906,40.74422454833984,N,1358,5,31,spring,False,1,False,"(40.75297164916992, -73.97769165039062)",Queens County
id1383637,1,2016-06-04 22:37:48,2016-06-04 22:44:24,2,-73.98931884765625,40.762451171875,-73.99919891357422,40.760475158691406,N,396,6,4,spring,False,5,False,"(40.762451171875, -73.98931884765625)",New York County
id0595050,2,2016-05-02 05:50:59,2016-05-02 06:37:42,1,-73.77680206298828,40.6456184387207,-73.95221710205078,40.7899284362793,N,2803,5,2,spring,False,0,False,"(40.6456184387207, -73.77680206298828)",Nassau County
id3603679,1,2016-06-16 15:04:07,2016-06-16 15:15:06,1,-73.97808837890625,40.75246810913086,-73.97812652587889,40.76333236694336,N,659,6,16,spring,False,3,False,"(40.75246810913086, -73.97808837890625)",Queens County
id0406942,2,2016-06-02 22:09:22,2016-06-02 22:46:03,5,-73.98195648193358,40.7703971862793,-73.97195434570312,40.64587020874024,N,2201,6,2,spring,False,3,False,"(40.7703971862793, -73.98195648193358)",New York County
id3627767,2,2016-06-22 19:36:53,2016-06-22 20:20:49,1,-73.96002197265625,40.7735710144043,-73.8243408203125,40.72145080566406,N,2636,6,22,summer,False,2,False,"(40.7735710144043, -73.96002197265625)",New York County
id3574066,1,2016-06-22 16:45:10,2016-06-22 17:03:47,1,-73.9593734741211,40.777286529541016,-73.97267150878906,40.764915466308594,N,1117,6,22,summer,False,2,False,"(40.777286529541016, -73.9593734741211)",New York County
id3640534,2,2016-01-26 18:14:53,2016-01-26 18:33:19,5,-73.98074340820312,40.75056838989258,-73.9412384033203,40.74713897705078,N,1106,1,26,winter,False,1,False,"(40.75056838989258, -73.98074340820312)",Queens County
id0552992,2,2016-05-13 05:31:59,2016-05-13 05:37:03,3,-73.97164154052734,40.76267623901367,-73.98138427734375,40.76459884643555,N,304,5,13,spring,False,4,False,"(40.76267623901367, -73.97164154052734)",New York County
id0653567,2,2016-03-24 10:24:09,2016-03-24 10:54:23,2,-74.00248718261719,40.71430206298828,-73.98542785644531,40.75333404541016,N,1814,3,24,spring,False,3,False,"(40.71430206298828, -74.00248718261719)",
id0776170,1,2016-01-14 21:50:28,2016-01-14 22:04:07,1,-73.9742431640625,40.75866317749024,-73.99728393554686,40.75066375732422,N,819,1,14,winter,False,3,False,"(40.75866317749024, -73.9742431640625)",New York County
id3328302,2,2016-06-17 22:27:19,2016-06-17 22:30:45,2,-73.99121856689453,40.760250091552734,-73.98731994628906,40.766010284423835,N,206,6,17,spring,False,4,False,"(40.760250091552734, -73.99121856689453)",Hudson County
id3842674,1,2016-02-06 01:07:54,2016-02-06 01:46:38,2,-74.0013198852539,40.729305267333984,-73.9130859375,40.76620101928711,N,2324,2,6,winter,False,5,False,"(40.729305267333984, -74.0013198852539)",
id0102374,2,2016-05-24 09:05:16,2016-05-24 09:17:59,1,-73.97884368896483,40.76224136352539,-73.97358703613281,40.78369903564453,N,763,5,24,spring,False,1,False,"(40.76224136352539, -73.97884368896483)",New York County
id1587239,2,2016-06-22 17:28:42,2016-06-22 17:38:01,6,-74.00249481201173,40.73403549194336,-73.99076843261719,40.7242317199707,N,559,6,22,summer,False,2,False,"(40.73403549194336, -74.00249481201173)",
id0613499,2,2016-01-20 18:21:14,2016-01-20 19:17:02,1,-74.00067138671875,40.72065353393555,-73.91883850097656,40.62485122680664,N,3348,1,20,winter,False,2,False,"(40.72065353393555, -74.00067138671875)",
id2090191,1,2016-03-29 20:49:53,2016-03-29 21:01:25,2,-73.98198699951173,40.771427154541016,-73.97530364990233,40.7925033569336,N,692,3,29,spring,False,1,False,"(40.771427154541016, -73.98198699951173)",New York County
id0170253,1,2016-03-21 11:42:48,2016-03-21 11:55:45,1,-73.94893646240233,40.77334976196289,-73.97528839111328,40.78786849975586,N,777,3,21,spring,False,0,False,"(40.77334976196289, -73.94893646240233)",New York County
id0734890,2,2016-05-14 04:51:11,2016-05-14 05:02:09,1,-74.00537872314453,40.7381591796875,-73.97530364990233,40.74140167236328,N,658,5,14,spring,False,5,False,"(40.7381591796875, -74.00537872314453)",
id1941125,1,2016-04-20 21:36:54,2016-04-20 21:53:08,1,-73.97026824951173,40.75970458984375,-73.99515533447266,40.73926162719727,N,974,4,20,spring,False,2,False,"(40.75970458984375, -73.97026824951173)",New York County
id3865187,1,2016-05-05 11:04:05,2016-05-05 11:16:18,3,-73.97566986083984,40.755157470703125,-73.97267913818358,40.74334716796875,N,733,5,5,spring,False,3,False,"(40.755157470703125, -73.97566986083984)",Queens County
id3719019,2,2016-01-27 23:22:11,2016-01-27 23:23:42,2,-73.95187377929686,40.78160095214844,-73.94905853271484,40.7876205444336,N,91,1,27,winter,False,2,False,"(40.78160095214844, -73.95187377929686)",New York County
id3890767,2,2016-03-02 08:20:38,2016-03-02 08:30:24,1,-73.9768295288086,40.751800537109375,-73.98790740966798,40.75511932373047,N,586,3,2,winter,False,2,False,"(40.751800537109375, -73.9768295288086)",Queens County
id0123074,1,2016-01-17 00:44:17,2016-01-17 00:52:26,1,-73.94549560546875,40.721206665039055,-73.96268463134764,40.711822509765625,N,489,1,17,winter,False,6,True,"(40.721206665039055, -73.94549560546875)",Queens County
id1672218,2,2016-05-28 06:30:23,2016-05-28 06:30:46,2,-73.96077728271484,40.761600494384766,-73.96050262451173,40.76168823242188,N,23,5,28,spring,False,5,False,"(40.761600494384766, -73.96077728271484)",Queens County
id0872343,2,2016-01-06 10:06:17,2016-01-06 10:14:00,2,-74.00213623046875,40.74763107299805,-73.99182891845702,40.738399505615234,N,463,1,6,winter,False,2,False,"(40.74763107299805, -74.00213623046875)",Hudson County
id0620558,1,2016-01-26 12:10:47,2016-01-26 12:41:00,1,-73.95703887939453,40.77812194824219,-73.96560668945312,40.76018524169922,N,1813,1,26,winter,False,1,False,"(40.77812194824219, -73.95703887939453)",New York County
id0886826,1,2016-02-20 00:19:10,2016-02-20 00:26:56,1,-74.00539398193358,40.740230560302734,-74.00210571289062,40.732791900634766,N,466,2,20,winter,False,5,False,"(40.740230560302734, -74.00539398193358)",
id3625762,1,2016-03-28 10:40:40,2016-03-28 10:48:44,1,-73.95327758789062,40.76526641845703,-73.97084045410156,40.76144027709961,N,484,3,28,spring,False,0,False,"(40.76526641845703, -73.95327758789062)",Queens County
id2836156,2,2016-06-17 20:07:10,2016-06-17 20:11:39,1,-73.99002075195312,40.7329216003418,-73.98065948486328,40.73046875,N,269,6,17,spring,False,4,False,"(40.7329216003418, -73.99002075195312)",
id1743147,2,2016-05-23 18:00:44,2016-05-23 18:08:16,1,-74.0047378540039,40.734668731689446,-73.99345397949219,40.72746276855469,N,452,5,23,spring,False,0,False,"(40.734668731689446, -74.0047378540039)",
id0104924,2,2016-01-19 23:43:20,2016-01-20 00:02:29,5,-73.98838806152342,40.74586868286133,-74.01492309570312,40.70948028564453,N,1149,1,19,winter,False,1,False,"(40.74586868286133, -73.98838806152342)",
id2773278,1,2016-02-05 08:57:55,2016-02-05 09:44:24,1,-73.88465118408203,40.7475814819336,-73.93721771240233,40.741355895996094,N,2789,2,5,winter,False,4,False,"(40.7475814819336, -73.88465118408203)",Queens County
id0142129,1,2016-01-15 18:07:37,2016-01-15 18:15:15,1,-73.98642730712889,40.74309539794922,-73.97789764404298,40.749420166015625,N,458,1,15,winter,False,4,False,"(40.74309539794922, -73.98642730712889)",
id3237082,2,2016-05-09 16:17:05,2016-05-09 16:21:50,1,-73.96147918701173,40.75853729248047,-73.9748306274414,40.737098693847656,N,285,5,9,spring,False,0,False,"(40.75853729248047, -73.96147918701173)",Queens County
id2911801,2,2016-05-07 01:16:56,2016-05-07 01:23:04,1,-74.00390625,40.74219131469727,-74.00273132324217,40.7307014465332,N,368,5,7,spring,False,5,False,"(40.74219131469727, -74.00390625)",
id3512951,2,2016-06-10 08:22:11,2016-06-10 08:51:07,1,-73.94953155517578,40.781158447265625,-73.98999786376953,40.69029235839844,N,1736,6,10,spring,False,4,False,"(40.781158447265625, -73.94953155517578)",New York County
id3745870,2,2016-06-06 07:47:57,2016-06-06 08:11:39,1,-73.994140625,40.751140594482415,-74.00761413574217,40.70543670654297,N,1422,6,6,spring,False,0,False,"(40.751140594482415, -73.994140625)",Hudson County
id3053155,1,2016-03-10 11:21:15,2016-03-10 11:47:13,1,-73.98164367675781,40.74394989013672,-73.9544448852539,40.7659912109375,N,1558,3,10,winter,False,3,False,"(40.74394989013672, -73.98164367675781)",Queens County
id0243927,2,2016-05-06 13:13:40,2016-05-06 13:33:07,1,-74.00007629394531,40.732852935791016,-73.99372863769531,40.75239181518555,N,1167,5,6,spring,False,4,False,"(40.732852935791016, -74.00007629394531)",
id3206765,2,2016-02-06 13:49:09,2016-02-06 13:55:23,2,-73.98197937011719,40.76844024658203,-73.96695709228516,40.761768341064446,N,374,2,6,winter,False,5,False,"(40.76844024658203, -73.98197937011719)",New York County
id3337871,1,2016-02-16 12:54:00,2016-02-16 13:06:40,1,-73.98652648925781,40.76199722290039,-73.98522186279298,40.75457000732422,N,760,2,16,winter,False,1,False,"(40.76199722290039, -73.98652648925781)",New York County
id1238298,1,2016-05-16 09:04:20,2016-05-16 09:20:22,1,-73.97166442871092,40.78233337402344,-73.97578430175781,40.76071166992188,N,962,5,16,spring,False,0,False,"(40.78233337402344, -73.97166442871092)",New York County
id1231443,2,2016-02-27 13:48:14,2016-02-27 14:05:34,1,-73.94847106933594,40.779911041259766,-73.98735809326173,40.72038650512695,N,1040,2,27,winter,False,5,False,"(40.779911041259766, -73.94847106933594)",New York County
id1795044,1,2016-02-11 08:10:12,2016-02-11 08:14:59,1,-73.996337890625,40.7381248474121,-73.98377227783203,40.74380111694336,N,287,2,11,winter,False,3,False,"(40.7381248474121, -73.996337890625)",
id3958219,2,2016-05-07 10:02:18,2016-05-07 10:18:10,1,-73.97003173828125,40.762088775634766,-73.99955749511719,40.7617416381836,N,952,5,7,spring,False,5,False,"(40.762088775634766, -73.97003173828125)",New York County
id0092131,2,2016-01-16 01:25:44,2016-01-16 01:45:31,1,-73.95922088623048,40.77145004272461,-73.98020935058595,40.72700881958008,N,1187,1,16,winter,False,5,False,"(40.77145004272461, -73.95922088623048)",New York County
id2118453,2,2016-06-11 11:46:06,2016-06-11 12:16:15,5,-74.00411224365233,40.73311233520508,-73.95339965820312,40.71988677978516,N,1809,6,11,spring,False,5,False,"(40.73311233520508, -74.00411224365233)",
id2942032,1,2016-04-27 09:14:09,2016-04-27 09:32:03,4,-73.77681732177734,40.64532852172852,-73.88478088378906,40.76692581176758,N,1074,4,27,spring,False,2,False,"(40.64532852172852, -73.77681732177734)",Nassau County
id3638631,1,2016-06-11 21:42:09,2016-06-11 21:49:54,1,-73.98098754882812,40.758567810058594,-73.97994995117188,40.77555084228516,N,465,6,11,spring,False,5,False,"(40.758567810058594, -73.98098754882812)",New York County
id1545867,2,2016-03-17 19:27:42,2016-03-17 19:34:07,1,-73.99128723144531,40.72370910644531,-73.98789215087889,40.73445129394531,N,385,3,17,winter,False,3,False,"(40.72370910644531, -73.99128723144531)",
id0493871,2,2016-06-17 18:21:47,2016-06-17 18:25:53,1,-73.96201324462889,40.79530334472656,-73.96656799316406,40.80406951904297,N,246,6,17,spring,False,4,False,"(40.79530334472656, -73.96201324462889)",New York County
id3088732,2,2016-03-29 21:56:55,2016-03-29 22:04:36,1,-73.92334747314453,40.7609748840332,-73.93952178955078,40.75179290771485,N,461,3,29,spring,False,1,False,"(40.7609748840332, -73.92334747314453)",Queens County
id1527204,2,2016-05-06 13:55:29,2016-05-06 13:58:09,1,-73.96026611328125,40.7704963684082,-73.96253204345702,40.77316665649414,N,160,5,6,spring,False,4,False,"(40.7704963684082, -73.96026611328125)",New York County
id3308294,1,2016-03-12 21:04:12,2016-03-12 21:16:18,1,-73.98527526855469,40.735984802246094,-73.96427154541014,40.764751434326165,N,726,3,12,winter,False,5,False,"(40.735984802246094, -73.98527526855469)",
id3078357,2,2016-04-23 01:26:05,2016-04-23 01:27:44,2,-73.9596176147461,40.77133941650391,-73.95117950439453,40.77933883666992,N,99,4,23,spring,False,5,False,"(40.77133941650391, -73.9596176147461)",New York County
id2334046,2,2016-06-19 05:03:42,2016-06-19 05:15:53,1,-73.99304962158203,40.72280883789063,-73.98252868652342,40.77164077758789,N,731,6,19,spring,False,6,True,"(40.72280883789063, -73.99304962158203)",
id1209218,2,2016-04-07 06:59:18,2016-04-07 07:26:09,1,-74.01721954345702,40.705867767333984,-73.86478424072266,40.770294189453125,N,1611,4,7,spring,False,3,False,"(40.705867767333984, -74.01721954345702)",
id0447293,2,2016-01-24 11:19:44,2016-01-24 11:27:40,1,-73.99427032470702,40.740970611572266,-73.98692321777342,40.74721908569336,N,476,1,24,winter,False,6,True,"(40.740970611572266, -73.99427032470702)",
id0836312,1,2016-05-10 16:35:51,2016-05-10 16:44:25,2,-73.9690170288086,40.785110473632805,-73.95851135253906,40.78131866455078,N,514,5,10,spring,False,1,False,"(40.785110473632805, -73.9690170288086)",New York County
id3444240,1,2016-02-28 01:05:54,2016-02-28 01:15:24,1,-73.98743438720702,40.73848724365234,-73.99111938476561,40.723457336425774,N,570,2,28,winter,False,6,True,"(40.73848724365234, -73.98743438720702)",
id3617520,1,2016-04-12 21:45:09,2016-04-12 22:07:33,1,-73.86341857910156,40.76993179321289,-73.97156524658203,40.68707275390625,N,1344,4,12,spring,False,1,False,"(40.76993179321289, -73.86341857910156)",Bronx
id1096254,1,2016-04-18 11:51:08,2016-04-18 11:53:31,1,-73.98211669921875,40.777076721191406,-73.97954559326173,40.78168487548828,N,143,4,18,spring,False,0,False,"(40.777076721191406, -73.98211669921875)",New York County
id1882731,1,2016-06-08 12:16:23,2016-06-08 12:17:34,1,-73.9780044555664,40.7888069152832,-73.98086547851561,40.784866333007805,N,71,6,8,spring,False,2,False,"(40.7888069152832, -73.9780044555664)",New York County
id3390135,2,2016-03-30 17:29:25,2016-03-30 17:57:12,1,-74.01438903808594,40.703716278076165,-73.99185180664062,40.75170516967773,N,1667,3,30,spring,False,2,False,"(40.703716278076165, -74.01438903808594)",
id2231164,1,2016-04-17 18:38:20,2016-04-17 18:39:35,1,-74.00739288330078,40.74301910400391,-74.00202178955078,40.75067138671875,N,75,4,17,spring,False,6,True,"(40.74301910400391, -74.00739288330078)",Hudson County
id2086087,2,2016-03-17 08:52:12,2016-03-17 09:06:06,5,-73.96877288818358,40.754581451416016,-73.99358367919923,40.73851013183594,N,834,3,17,winter,False,3,False,"(40.754581451416016, -73.96877288818358)",Queens County
id0535027,1,2016-01-30 18:14:49,2016-01-30 18:38:57,4,-73.9888916015625,40.756694793701165,-74.00930786132812,40.71644973754882,N,1448,1,30,winter,False,5,False,"(40.756694793701165, -73.9888916015625)",Hudson County
id3990890,2,2016-01-08 19:57:20,2016-01-08 20:26:32,1,-73.9533462524414,40.79122924804688,-73.98674774169923,40.72998809814453,N,1752,1,8,winter,False,4,False,"(40.79122924804688, -73.9533462524414)",New York County
id2524461,2,2016-02-01 15:54:49,2016-02-01 15:58:56,1,-73.99085235595702,40.750991821289055,-73.9978790283203,40.744285583496094,N,247,2,1,winter,False,0,False,"(40.750991821289055, -73.99085235595702)",Hudson County
id3890791,1,2016-04-02 11:24:53,2016-04-02 11:32:03,1,-73.95613861083984,40.77184677124024,-73.97024536132812,40.75640869140625,N,430,4,2,spring,False,5,False,"(40.77184677124024, -73.95613861083984)",New York County
id2057072,1,2016-04-16 03:47:48,2016-04-16 03:50:33,1,-73.9451446533203,40.711517333984375,-73.94635009765625,40.70538711547852,N,165,4,16,spring,False,5,False,"(40.711517333984375, -73.9451446533203)",Queens County
id1324471,2,2016-03-06 19:22:48,2016-03-06 19:59:30,1,-73.78833770751953,40.64181137084961,-73.95561981201173,40.687931060791016,N,2202,3,6,winter,False,6,True,"(40.64181137084961, -73.78833770751953)",Nassau County
id1763145,1,2016-01-01 01:28:11,2016-01-01 01:32:51,2,-73.95941925048828,40.76274871826172,-73.94864654541014,40.77573013305664,N,280,1,1,winter,False,4,False,"(40.76274871826172, -73.95941925048828)",Queens County
id2183497,1,2016-05-06 06:14:20,2016-05-06 06:17:39,1,-73.93915557861328,40.81072235107422,-73.94625091552734,40.80548095703125,N,199,5,6,spring,False,4,False,"(40.81072235107422, -73.93915557861328)",New York County
id3554389,1,2016-01-07 07:49:14,2016-01-07 08:12:56,1,-73.96963500976561,40.763431549072266,-73.94767761230467,40.80883407592773,N,1422,1,7,winter,False,3,False,"(40.763431549072266, -73.96963500976561)",New York County
id2239830,1,2016-03-20 00:15:17,2016-03-20 00:29:29,1,-73.97978210449217,40.73492431640625,-73.9873504638672,40.74167251586913,N,852,3,20,winter,False,6,True,"(40.73492431640625, -73.97978210449217)",Queens County
id1766486,1,2016-04-25 18:10:11,2016-04-25 18:22:34,1,-73.98236083984375,40.76870346069336,-73.95441436767578,40.80559158325195,N,743,4,25,spring,False,0,False,"(40.76870346069336, -73.98236083984375)",New York County
id1189730,2,2016-04-26 05:55:27,2016-04-26 06:19:14,1,-73.96949005126953,40.760650634765625,-73.87037658691406,40.77349853515625,N,1427,4,26,spring,False,1,False,"(40.760650634765625, -73.96949005126953)",New York County
id1800373,2,2016-03-30 22:43:15,2016-03-30 22:52:57,1,-73.98847198486328,40.760078430175774,-73.96163177490233,40.77613830566406,N,582,3,30,spring,False,2,False,"(40.760078430175774, -73.98847198486328)",New York County
id0948426,1,2016-04-20 08:31:51,2016-04-20 08:39:31,1,-73.9612579345703,40.757625579833984,-73.97315216064453,40.758316040039055,N,460,4,20,spring,False,2,False,"(40.757625579833984, -73.9612579345703)",Queens County
id0636359,1,2016-01-07 00:10:36,2016-01-07 00:57:34,2,-73.78804016113281,40.654399871826165,-74.36611938476561,40.51616668701172,N,2818,1,7,winter,False,3,False,"(40.654399871826165, -73.78804016113281)",Queens County
id0932152,2,2016-02-27 15:57:51,2016-02-27 16:01:03,2,-73.95658111572266,40.77169036865234,-73.96334838867188,40.77437973022461,N,192,2,27,winter,False,5,False,"(40.77169036865234, -73.95658111572266)",New York County
id2931509,2,2016-02-16 10:53:52,2016-02-16 11:07:13,1,-73.96344757080078,40.798439025878906,-73.98204803466798,40.75875854492188,N,801,2,16,winter,False,1,False,"(40.798439025878906, -73.96344757080078)",New York County
id1395887,1,2016-02-18 17:38:27,2016-02-18 17:53:29,3,-73.99237060546875,40.75495529174805,-74.00161743164062,40.72623062133789,N,902,2,18,winter,False,3,False,"(40.75495529174805, -73.99237060546875)",Hudson County
id0274914,1,2016-02-02 09:34:58,2016-02-02 09:45:44,1,-73.94673919677734,40.776264190673835,-73.96880340576173,40.753997802734375,N,646,2,2,winter,False,1,False,"(40.776264190673835, -73.94673919677734)",New York County
id3911331,2,2016-05-31 21:54:41,2016-05-31 22:04:21,1,-73.97329711914062,40.763702392578125,-73.98896026611328,40.763668060302734,N,580,5,31,spring,False,1,False,"(40.763702392578125, -73.97329711914062)",New York County
id0318175,1,2016-01-14 21:02:51,2016-01-14 21:21:00,2,-73.98855590820312,40.75914764404297,-73.94915008544923,40.77088928222656,N,1089,1,14,winter,False,3,False,"(40.75914764404297, -73.98855590820312)",New York County
id3334503,2,2016-01-10 18:46:17,2016-01-10 18:50:06,6,-73.9643325805664,40.76469039916992,-73.95368957519531,40.77896118164063,N,229,1,10,winter,False,6,True,"(40.76469039916992, -73.9643325805664)",New York County
id3216618,2,2016-05-17 09:01:50,2016-05-17 09:21:49,1,-73.964599609375,40.7731819152832,-73.97811889648438,40.75714492797852,N,1199,5,17,spring,False,1,False,"(40.7731819152832, -73.964599609375)",New York County
id3240760,2,2016-01-22 06:37:14,2016-01-22 06:52:43,2,-73.98506164550781,40.74470138549805,-74.00556182861328,40.750709533691406,N,929,1,22,winter,False,4,False,"(40.74470138549805, -73.98506164550781)",Queens County
id2315935,2,2016-05-15 17:03:51,2016-05-15 17:11:29,1,-74.01029968261719,40.71508026123047,-74.00804138183594,40.70562362670898,N,458,5,15,spring,False,6,True,"(40.71508026123047, -74.01029968261719)",
id3264292,1,2016-06-21 09:07:16,2016-06-21 09:08:43,1,-73.9437255859375,40.68015670776367,-73.94921875,40.68044662475586,N,87,6,21,summer,False,1,False,"(40.68015670776367, -73.9437255859375)",Kings County
id3603523,2,2016-01-20 09:37:39,2016-01-20 10:01:46,1,-73.99109649658203,40.755905151367195,-73.95320129394531,40.788516998291016,N,1447,1,20,winter,False,2,False,"(40.755905151367195, -73.99109649658203)",Hudson County
id2745514,1,2016-06-21 21:01:12,2016-06-21 21:06:27,2,-73.95692443847656,40.78349304199219,-73.96736145019531,40.78823471069336,N,315,6,21,summer,False,1,False,"(40.78349304199219, -73.95692443847656)",New York County
id2553108,2,2016-01-03 00:41:31,2016-01-03 01:02:17,1,-73.98873901367188,40.722198486328125,-73.91899871826173,40.76707077026367,N,1246,1,3,winter,False,6,True,"(40.722198486328125, -73.98873901367188)",
id2608373,1,2016-02-28 09:54:07,2016-02-28 09:57:09,1,-73.94485473632812,40.79256439208984,-73.93722534179686,40.7983283996582,N,182,2,28,winter,False,6,True,"(40.79256439208984, -73.94485473632812)",New York County
id0981556,2,2016-06-11 19:25:55,2016-06-11 19:33:46,1,-73.96861267089844,40.75912857055664,-73.98065185546875,40.767578125,N,471,6,11,spring,False,5,False,"(40.75912857055664, -73.96861267089844)",New York County
id3868921,2,2016-03-31 00:05:08,2016-03-31 00:13:09,6,-73.9911117553711,40.76610565185546,-73.99056243896483,40.75141143798828,N,481,3,31,spring,False,3,False,"(40.76610565185546, -73.9911117553711)",Hudson County
id3580138,2,2016-02-10 10:05:55,2016-02-10 10:14:18,1,-73.97096252441406,40.76433944702149,-73.97477722167967,40.75357818603516,N,503,2,10,winter,False,2,False,"(40.76433944702149, -73.97096252441406)",New York County
id2326367,1,2016-05-25 08:53:19,2016-05-25 09:00:31,1,-73.96298217773438,40.76239013671875,-73.96896362304686,40.7542381286621,N,432,5,25,spring,False,2,False,"(40.76239013671875, -73.96298217773438)",New York County
id1192688,1,2016-06-11 16:49:48,2016-06-11 16:59:01,2,-74.01708984375,40.70741271972656,-73.98170471191406,40.724468231201165,N,553,6,11,spring,False,5,False,"(40.70741271972656, -74.01708984375)",
id3439754,2,2016-04-07 13:16:33,2016-04-07 13:28:20,1,-73.9573745727539,40.77703094482422,-73.9604263305664,40.76951217651367,N,707,4,7,spring,False,3,False,"(40.77703094482422, -73.9573745727539)",New York County
id1296219,1,2016-02-11 17:39:10,2016-02-11 18:15:20,1,-74.00580596923827,40.74029922485352,-73.95745849609375,40.784461975097656,N,2170,2,11,winter,False,3,False,"(40.74029922485352, -74.00580596923827)",
id3291896,1,2016-05-22 16:21:11,2016-05-22 16:31:39,1,-74.00897216796875,40.71387481689453,-73.99484252929686,40.74013519287109,N,628,5,22,spring,False,6,True,"(40.71387481689453, -74.00897216796875)",
id1195318,1,2016-03-08 11:25:19,2016-03-08 11:42:33,1,-73.99327087402342,40.73635482788086,-73.99526977539062,40.74986267089844,N,1034,3,8,winter,False,1,False,"(40.73635482788086, -73.99327087402342)",
id2305783,1,2016-06-16 12:37:43,2016-06-16 12:50:55,2,-73.99483489990233,40.7402458190918,-73.99198150634764,40.73862075805664,N,792,6,16,spring,False,3,False,"(40.7402458190918, -73.99483489990233)",
id1974595,2,2016-02-13 09:02:21,2016-02-13 09:09:02,1,-73.95806121826173,40.80084609985352,-73.93938446044923,40.805152893066406,N,401,2,13,winter,False,5,False,"(40.80084609985352, -73.95806121826173)",New York County
id3859706,1,2016-06-05 01:35:14,2016-06-05 02:13:20,2,-73.96676635742188,40.804363250732415,-73.99894714355469,40.73068237304688,N,2286,6,5,spring,False,6,True,"(40.804363250732415, -73.96676635742188)",New York County
